Name,Chromosome,Region,Expression value,Gene length,RPKM,Unique gene reads,Total gene reads
Franean1_0001,CP000820,71..1654,0.39827642023826,1584,0.39827642023826,6,6
Franean1_0002,CP000820,2937..3959,0.82224809339512,1023,0.82224809339512,8,8
Franean1_0003,CP000820,3956..5116,0.72451317790113,1161,0.72451317790113,8,8
Franean1_0004,CP000820,5118..6491,0.15304945406536,1374,0.15304945406536,2,2
Franean1_0005,CP000820,6712..7245,0,534,0,0,0
Franean1_0006,CP000820,7555..9513,2.5226206341584,1959,2.5226206341584,47,47
Franean1_0007,CP000820,9711..12224,1.2965370816348,2514,1.2965370816348,31,31
Franean1_0008,CP000820,12333..14270,0.75956122249774,1938,0.75956122249774,14,14
Franean1_0009,CP000820,15245..15862,0.34027499981521,618,0.34027499981521,2,2
Franean1_0010,CP000820,complement(15821..17065),0,1245,0,0,0
Franean1_0011,CP000820,complement(17052..17921),0,870,0,0,0
Franean1_0012,CP000820,complement(17915..19291),0.8399380714393,1377,0.8399380714393,11,11
Franean1_0013,CP000820,complement(19531..19959),0.49018636337017,429,0.49018636337017,2,2
Franean1_0014,CP000820,20169..20873,0,705,0,0,0
Franean1_0015,CP000820,complement(20881..21498),0,618,0,0,0
Franean1_0016,CP000820,complement(21745..22848),0,1104,0,0,0
Franean1_0017,CP000820,23241..24332,0.38514642836227,1092,0.38514642836227,4,4
Franean1_0018,CP000820,complement(24683..25021),0,339,0,0,0
Franean1_0019,CP000820,25136..25678,1.7427343913188,543,1.7427343913188,9,9
Franean1_0020,CP000820,25853..26017,0,165,0,0,0
Franean1_0021,CP000820,complement(26159..26716),0,558,0,0,0
Franean1_0022,CP000820,complement(26953..28206),0,1254,0,0,0
Franean1_0023,CP000820,complement(28203..29546),0.31293147304435,1344,0.31293147304435,4,4
Franean1_0024,CP000820,29898..30662,0,765,0,0,0
Franean1_0025,CP000820,30889..31950,0.19801313548569,1062,0.19801313548569,2,2
Franean1_0027,CP000820,complement(35609..36013),0,405,0,0,0
Franean1_0028,CP000820,complement(36044..36967),0,924,0,0,0
Franean1_0029,CP000820,37290..37865,0,576,0,0,0
Franean1_0030,CP000820,37862..38839,0.43004079731248,978,0.43004079731248,4,4
Franean1_0031,CP000820,complement(39584..40471),9.4725202651262,888,9.4725202651262,80,80
Franean1_0032,CP000820,complement(40475..41677),14.508782909827,1203,14.508782909827,166,166
Franean1_0033,CP000820,complement(42120..42485),10.916691387514,366,10.916691387514,38,38
Franean1_0034,CP000820,complement(42461..43171),15.379855687851,711,15.379855687851,104,104
Franean1_0035,CP000820,complement(43221..43496),6.0953608662551,276,6.0953608662551,16,16
Franean1_0036,CP000820,43699..44568,1.4502755164538,870,1.4502755164538,12,12
Franean1_0037,CP000820,44565..44774,2.0027614274838,210,2.0027614274838,4,4
Franean1_0038,CP000820,45693..46814,0.18742419775918,1122,0.18742419775918,2,2
Franean1_0039,CP000820,46811..47149,0,339,0,0,0
Franean1_0040,CP000820,47146..48660,0,1515,0,0,0
Franean1_0041,CP000820,complement(48701..49600),0,900,0,0,0
Franean1_0042,CP000820,49995..50705,0,711,0,0,0
Franean1_0043,CP000820,51034..56460,0.15499535646641,5427,0.15499535646641,8,8
Franean1_0044,CP000820,56470..56763,0,294,0,0,0
