Name	Chromosome	Region	Expression value	Gene length	RPKM	Unique gene reads	Total gene reads
Francci3_0001	NC_007777 with rRNA	35..1723	147.3195824	1689	147.3195824	2059	2059
Francci3_0003	NC_007777 with rRNA	2488..3696	650.7114814	1209	650.7114814	6510	6510
recF	NC_007777 with rRNA	3698..4897	250.2527906	1200	250.2527906	2485	2485
Francci3_0005	NC_007777 with rRNA	4887..5708	54.3955896	822	54.3955896	370	370
gyrB	NC_007777 with rRNA	5916..7955	348.144313	2040	348.144313	5877	5877
Francci3_0007	NC_007777 with rRNA	8155..10659	221.6723715	2505	221.6723715	4595	4595
Francci3_0008	NC_007777 with rRNA	complement(10825..11724)	101.9138125	900	101.9138125	759	759
Francci3_0009	NC_007777 with rRNA	11810..12496	191.0323289	687	191.0323289	1086	1086
Francci3_0010	NC_007777 with rRNA	13122..14525	73.16200519	1404	73.16200519	850	850
Francci3_0011	NC_007777 with rRNA	14536..15267	39.29159492	732	39.29159492	238	238
Francci3_0012	NC_007777 with rRNA	15254..16435	79.64412826	1182	79.64412826	779	779
Francci3_0013	NC_007777 with rRNA	complement(16418..16990)	143.8346546	573	143.8346546	682	682
Francci3_0014	NC_007777 with rRNA	complement(17127..17819)	272.2096082	693	272.2096082	1561	1561
Francci3_0015	NC_007777 with rRNA	18601..20655	65.92157399	2055	65.92157399	1121	1121
Francci3_0016	NC_007777 with rRNA	20624..22171	17.95521714	1548	17.95521714	230	230
Francci3_0017	NC_007777 with rRNA	22428..25316	18.53062069	2889	18.53062069	443	443
Francci3_0018	NC_007777 with rRNA	25679..27331	63.1647339	1653	63.1647339	864	864
Francci3_0019	NC_007777 with rRNA	27358..27978	45.147132	621	45.147132	232	232
Francci3_0020	NC_007777 with rRNA	28057..29211	23.96002573	1155	23.96002573	229	229
Francci3_0021	NC_007777 with rRNA	29208..30038	6.544029854	831	6.544029854	45	45
Francci3_0022	NC_007777 with rRNA	30046..30873	10.07053483	828	10.07053483	69	69
Francci3_0023	NC_007777 with rRNA	30875..31867	23.48777308	993	23.48777308	193	193
Francci3_0024	NC_007777 with rRNA	31864..32142	35.51758521	279	35.51758521	82	82
Francci3_0025	NC_007777 with rRNA	32272..32565	164.4168952	294	164.4168952	400	400
Francci3_0026	NC_007777 with rRNA	32562..32816	63.50360788	255	63.50360788	134	134
Francci3_0027	NC_007777 with rRNA	32939..34468	61.13407027	1530	61.13407027	774	774
Francci3_0028	NC_007777 with rRNA	complement(34525..34953)	144.7903469	429	144.7903469	514	514
Francci3_0029	NC_007777 with rRNA	complement(35311..35586)	11.82193219	276	11.82193219	27	27
Francci3_0030	NC_007777 with rRNA	complement(35871..37199)	25.46049438	1329	25.46049438	280	280
Francci3_0031	NC_007777 with rRNA	37685..38491	228.6647835	807	228.6647835	1527	1527
Francci3_0032	NC_007777 with rRNA	complement(38911..39249)	150.0777049	339	150.0777049	421	421
Francci3_0033	NC_007777 with rRNA	39396..39938	176.9298385	543	176.9298385	795	795
Francci3_0034	NC_007777 with rRNA	complement(39979..42114)	171.8780046	2136	171.8780046	3038	3038
Francci3_0035	NC_007777 with rRNA	complement(42111..43613)	443.0231291	1503	443.0231291	5510	5510
Francci3_0036	NC_007777 with rRNA	complement(43653..45035)	285.8196914	1383	285.8196914	3271	3271
Francci3_0037	NC_007777 with rRNA	complement(45032..45817)	366.2292209	786	366.2292209	2382	2382
Francci3_0038	NC_007777 with rRNA	complement(45887..46303)	332.1102998	417	332.1102998	1146	1146
Francci3_0039	NC_007777 with rRNA	complement(46300..48741)	197.748684	2442	197.748684	3996	3996
Francci3_0040	NC_007777 with rRNA	49299..50174	86.91009512	876	86.91009512	630	630
Francci3_0041	NC_007777 with rRNA	50181..51176	130.4316258	996	130.4316258	1075	1075
Francci3_0042	NC_007777 with rRNA	51205..51471	62.45994637	267	62.45994637	138	138
Francci3_0043	NC_007777 with rRNA	complement(51706..53304)	56.5310323	1599	56.5310323	748	748
Francci3_0044	NC_007777 with rRNA	complement(53428..56019)	74.82966854	2592	74.82966854	1605	1605
pgi	NC_007777 with rRNA	56163..57833	178.3406743	1671	178.3406743	2466	2466
Francci3_0046	NC_007777 with rRNA	57927..58268	42.75560402	342	42.75560402	121	121
Francci3_0047	NC_007777 with rRNA	58859..59182	32.8224839	324	32.8224839	88	88
Francci3_0048	NC_007777 with rRNA	complement(59204..62632)	79.89467179	3429	79.89467179	2267	2267
Francci3_0049	NC_007777 with rRNA	complement(62629..62964)	159.6899095	336	159.6899095	444	444
Francci3_0050	NC_007777 with rRNA	63095..63721	118.5335679	627	118.5335679	615	615
Francci3_0051	NC_007777 with rRNA	63817..64413	59.10746072	597	59.10746072	292	292
Francci3_0052	NC_007777 with rRNA	complement(64448..67876)	10.11458791	3429	10.11458791	287	287
Francci3_0053	NC_007777 with rRNA	68071..69915	253.5482298	1845	253.5482298	3871	3871
Francci3_0054	NC_007777 with rRNA	69967..70365	465.8190247	399	465.8190247	1538	1538
Francci3_0055	NC_007777 with rRNA	complement(70487..70723)	951.9842294	237	951.9842294	1867	1867
