Name,Chromosome,Region,Expression value,Gene length,RPKM,Unique gene reads,Total gene reads
Franean1_0001,CP000820,71..1654,0.148038875719351,1584,0.148038875719351,22,22
Franean1_0002,CP000820,2937..3959,0.1146107424924,1023,0.1146107424924,11,11
Franean1_0003,CP000820,3956..5116,0.220336931303219,1161,0.220336931303219,24,24
Franean1_0004,CP000820,5118..6491,0.124119930734128,1374,0.124119930734128,16,16
Franean1_0005,CP000820,6712..7245,0,534,0,0,0
Franean1_0006,CP000820,7555..9513,1.055542121515,1959,1.055542121515,194,194
Franean1_0007,CP000820,9711..12224,0.699563183590248,2514,0.699563183590248,165,165
Franean1_0008,CP000820,12333..14270,0.192496370904419,1938,0.192496370904419,35,35
Franean1_0009,CP000820,15245..15862,0.25870871484935,618,0.25870871484935,15,15
Franean1_0010,CP000820,complement(15821..17065),0.0342451375158016,1245,0.0342451375158016,4,4
Franean1_0011,CP000820,complement(17052..17921),0.0367544794889422,870,0.0367544794889422,3,3
Franean1_0012,CP000820,complement(17915..19291),0.193514870221373,1377,0.193514870221373,25,25
Franean1_0013,CP000820,complement(19531..19959),0.149074112612493,429,0.149074112612493,6,6
Franean1_0014,CP000820,20169..20873,0.0302377278065056,705,0.0302377278065056,2,2
Franean1_0015,CP000820,complement(20881..21498),0,618,0,0,0
Franean1_0016,CP000820,complement(21745..22848),0.0386188371441784,1104,0.0386188371441784,4,4
Franean1_0017,CP000820,23241..24332,0.224498514827147,1092,0.224498514827147,23,23
Franean1_0018,CP000820,complement(24683..25021),0.157209425542673,339,0.157209425542673,5,5
Franean1_0019,CP000820,25136..25678,0.196294641837813,543,0.196294641837813,10,10
Franean1_0020,CP000820,25853..26017,1.87336468183033,165,1.87336468183033,29,29
Franean1_0021,CP000820,complement(26159..26716),0.171916113738601,558,0.171916113738601,9,9
Franean1_0022,CP000820,complement(26953..28206),0.0849983975422108,1254,0.0849983975422108,10,10
Franean1_0023,CP000820,complement(28203..29546),0.071375886507544,1344,0.071375886507544,9,9
Franean1_0024,CP000820,29898..30662,0.153263777215328,765,0.153263777215328,11,11
Franean1_0025,CP000820,30889..31950,0.0602192036824477,1062,0.0602192036824477,6,6
Franean1_0027,CP000820,complement(35609..36013),0.0263180223501068,405,0.0263180223501068,1,1
Franean1_0028,CP000820,complement(36044..36967),0.0692129808558002,924,0.0692129808558002,6,6
Franean1_0029,CP000820,37290..37865,0.111029156789513,576,0.111029156789513,6,6
Franean1_0030,CP000820,37862..38839,0.435942701504836,978,0.435942701504836,40,40
Franean1_0031,CP000820,complement(39584..40471),4.23711268612952,888,4.23711268612952,353,353
Franean1_0032,CP000820,complement(40475..41677),10.7562610547606,1203,10.7562610547606,1214,1214
Franean1_0033,CP000820,complement(42120..42485),5.70799074904774,366,5.70799074904774,196,196
Franean1_0034,CP000820,complement(42461..43171),8.75490667545324,711,8.75490667545324,584,584
Franean1_0035,CP000820,complement(43221..43496),4.51840394586887,276,4.51840394586887,117,117
Franean1_0036,CP000820,43699..44568,0.514562712845191,870,0.514562712845191,42,42
Franean1_0037,CP000820,44565..44774,0.253780929804601,210,0.253780929804601,5,5
Franean1_0038,CP000820,45693..46814,0.018999641803553,1122,0.018999641803553,2,2
Franean1_0039,CP000820,46811..47149,0,339,0,0,0
Franean1_0040,CP000820,47146..48660,0.0422130655516564,1515,0.0422130655516564,6,6
Franean1_0041,CP000820,complement(48701..49600),0,900,0,0,0
Franean1_0042,CP000820,49995..50705,0.0299825571077166,711,0.0299825571077166,2,2
Franean1_0043,CP000820,51034..56460,0.0824893237839167,5427,0.0824893237839167,42,42
Franean1_0044,CP000820,56470..56763,0,294,0,0,0
Franean1_0045,CP000820,56774..60883,0.0259338176442658,4110,0.0259338176442658,10,10
Franean1_0046,CP000820,complement(61226..61570),0.0926852091460281,345,0.0926852091460281,3,3
Franean1_0047,CP000820,complement(61583..61909),0,327,0,0,0
Franean1_0048,CP000820,61929..62132,0,204,0,0,0
Franean1_0049,CP000820,complement(62283..63137),0.0623321581976213,855,0.0623321581976213,5,5
Franean1_0050,CP000820,complement(63167..63649),0.044135813879061,483,0.044135813879061,2,2
Franean1_0051,CP000820,63682..65379,0.106713535854231,1698,0.106713535854231,17,17
Franean1_0052,CP000820,65379..66158,0.0819907619368711,780,0.0819907619368711,6,6
Franean1_0053,CP000820,complement(66165..67283),0.0381011583620849,1119,0.0381011583620849,4,4
Franean1_0054,CP000820,complement(67290..68258),0.0439991704924385,969,0.0439991704924385,4,4
Franean1_0055,CP000820,complement(68240..69427),0.0448602653695002,1188,0.0448602653695002,5,5
Franean1_0056,CP000820,complement(69424..72531),0.0377241922682515,3108,0.0377241922682515,11,11
Franean1_0057,CP000820,complement(72610..72801),0.0555145783947564,192,0.0555145783947564,1,1
Franean1_0058,CP000820,complement(72866..74167),0.0573053712462002,1302,0.0573053712462002,7,7
Franean1_0059,CP000820,74912..76456,0.179371375628883,1545,0.179371375628883,26,26
Franean1_0060,CP000820,complement(76584..76895),0,312,0,0,0
Franean1_0061,CP000820,76974..77804,0.474579500501023,831,0.474579500501023,37,37
Franean1_0062,CP000820,77817..79001,0.323811616763339,1185,0.323811616763339,36,36
Franean1_0064,CP000820,complement(80009..80491),0,483,0,0,0
Franean1_0065,CP000820,80561..80929,0.144428171433513,369,0.144428171433513,5,5
